abn,charity_name,state,charity_size,conducted_activities,main_activity,staff_part_time_2017,staff_casual_2017,staff_full_time_2017,staff_volunteers,operates_in_vic,government_grants_2017,donations_and_bequests_2017,all_other_revenue_2017,total_revenue_2017,other_income_2017,total_gross_income_2017,employee_expenses_2017,interest_expenses_2017,grants_and_donations_made_for_use_in_australia_2017,grants_and_donations_made_for_use_outside_australia_2017,all_other_expenses_2017,total_expenses_2017,net_surplus_deficit_2017,ABN_Validation
46921664051,Australian Jewish Historical Society VIC Incorporated,VIC,Small,y,Other Education,0,0,1,12,y,0,50,8620,11005,0,11005,0,0,0,0,7095,7095,3910,Valid ABN
87613225576,Australian Justice Inc.,VIC,Small,y,Law And Legal Services,0,0,0,0,y,0,0,0,3552,0,3552,5549,0,0,0,5315,10864,-7312,Valid ABN
74113234889,Australian Lasallian (Asia/Pacific) Foundation Limited,VIC,Large,y,International Activities,1,0,2,30,y,0,998587,493672,1502482,0,1502482,262709,0,0,689006,223880,1175595,326887,Valid ABN
66239071611,Australian Law Librarians' Association (VIC) Incorporated,VIC,Small,y,Other Education,0,0,0,20,y,0,0,280,15414,0,15414,0,0,1435,0,11343,12778,2636,Valid ABN
84149507577,Australian Legal Sector Alliance Limited,VIC,Small,y,"Economic, Social And Community Development",0,0,0,0,y,39300,0,137438,180780,0,180780,0,0,0,0,179895,179895,885,Valid ABN
92450443760,Australian Lesbian And Gay Archives Inc,VIC,Small,y,Other Education,0,0,0,30,y,64975,37739,0,121294,0,121294,0,0,0,0,28712,28712,92582,Valid ABN
61091020021,Australian Leukodystrophy Support Group Inc.,VIC,Small,y,Other Health Service Delivery,2,0,1,5,y,0,146231,1845,150333,0,150333,81674,0,19268,0,19266,120208,30125,Valid ABN
93130256326,Australian Lions Childhood Cancer Research Foundation,VIC,Medium,y,Other Health Service Delivery,0,0,0,0,y,0,487398,157821,653587,0,653587,0,0,334043,0,262510,596553,57034,Valid ABN
56959400257,Australian Lions Visual Independence Foundation Inc,VIC,Small,y,Other Health Service Delivery,0,0,0,2,y,0,11050,8708,83529,0,83529,271,0,0,0,17682,17953,65576,Valid ABN
20086641527,Australian Made Campaign Limited,VIC,Large,y,"Economic, Social And Community Development",2,0,11,0,y,121000,0,0,3610440,0,3610440,1278478,0,0,0,1894816,3173294,437146,Valid ABN
47970713012,Australian Meteorological and Oceanographic Society Inc,VIC,Medium,y,Other Education,0,0,0,35,y,455,4000,0,337312,0,337312,0,0,0,0,320453,320453,16859,Valid ABN
69022519263,Australian- Multicultural Community Services Inc,VIC,Large,y,Aged Care Activities,50,33,74,132,y,1104853,3394,232084,5446514,0,5446514,3075875,0,0,0,1831688,4907563,538951,Valid ABN
19088772276,Australian Multiple Birth Association,VIC,Small,y,Social Services,0,0,0,450,y,0,0,0,78534,0,78534,0,0,0,0,56378,56378,22156,Valid ABN
57347235363,Australian Muslim Women's Center For Human Rights,VIC,Large,y,Social Services,2,7,5,2,y,859456,150,192101,1074115,0,1074115,620109,231,0,0,364025,984365,89750,Valid ABN
77551413762,Australian National Institute for Training and Development Inc.,VIC,Small,y,Other Education,1,0,0,1,y,0,0,0,42520,0,42520,24830,0,0,0,17999,42829,-309,Valid ABN
78007306283,Australian National Memorial Theatre Limited,VIC,Large,y,Other Education,1,100,24,1,y,0,275520,0,2865300,0,2865300,1632998,5367,0,0,1259203,2897568,-32268,Valid ABN
47588370196,Australian Neighbourhood Houses and Centres Association (ANHCA),VIC,Medium,y,"Economic, Social And Community Development",0,0,0,12,y,0,450415,27500,503784,0,503784,0,0,426233,0,61894,488127,15657,Valid ABN
29767398718,Australian Nutrition Foundation Vic Division Inc,VIC,Medium,y,Other Health Service Delivery,7,0,15,45,y,514565,0,9230,741774,0,741774,631925,0,0,0,210137,842062,-100288,Valid ABN
17192079046,Australian Overseas Foundation Incorporated,VIC,Small,y,Other Education,2,0,0,10,y,39995,49807,3864,96422,0,96422,13209,0,0,6653,16356,36218,60204,Valid ABN
34625016087,Australian Paralegal Foundation,VIC,Small,y,Law And Legal Services,0,0,0,20,y,0,0,0,0,-2,-2,0,0,0,0,0,0,-2,Valid ABN
28108663896,Australian Physiotherapy Council Limited,VIC,Large,y,Other Education,2,131,13,0,y,307582,0,71046,2626242,0,2626242,1392675,0,0,0,1483934,2876609,-250367,Valid ABN
30390041210,Australian Primary Health Care Nurses Association Limited,VIC,Large,y,Other Health Service Delivery,6,0,19,30,y,3038728,0,0,4924734,0,4924734,2015945,4305,0,0,2830678,4850928,73806,Valid ABN
50169561394,Australian Red Cross Society,VIC,Large,y,Social Services,2832,375,4712,22717,y,711451000,87331000,17398000,871554000,0,871554000,453459000,5341000,0,22185195,390165805,871151000,403000,Valid ABN
23390807481,Australian Romanian Community Welfare Health & Services Association Of VIC Inc.,VIC,Small,y,Social Services,0,3,0,12,y,102000,2000,0,107000,0,107000,89000,0,0,0,12000,101000,6000,Valid ABN
69159475322,Australian Schools Triathlon Challenge Ltd,VIC,Small,y,Other Health Service Delivery,0,0,0,50,y,0,0,0,19482,0,19482,0,0,0,0,21816,21816,-2334,Valid ABN
43073385122,Australian Society For Intercountry Aid (Children) VIC Inc,VIC,Small,y,Emergency And Relief,0,0,0,15,y,0,14300,627,14927,0,14927,0,0,0,14300,87,14387,540,Valid ABN
40157802342,AUSTRALIAN SOCIETY OF GYNAECOLOGIC ONCOLOGISTS INCORPORATED,VIC,Small,y,Other Education,0,0,0,20,y,0,17667,180000,213331,0,213331,0,0,48182,0,184892,233074,-19743,Valid ABN
54002794998,Australian Sports Medicine Federation Ltd,VIC,Large,y,Other Health Service Delivery,11,2,22,100,y,443028,0,3612982,4056010,802,4056812,503361,0,0,0,3532821,4036182,20630,Valid ABN
74114737898,Australian Suicide Prevention Foundation,VIC,Small,y,Mental Health And Crisis Intervention,0,0,2,8,y,0,113012,0,114342,0,114342,0,0,0,0,35190,35190,79152,Valid ABN
17950269588,Australian Swiss Cultural Societty Incorporated,VIC,Small,y,Aged Care Activities,0,0,0,10,y,0,3471,4125,9768,0,9768,0,0,0,0,10293,10293,-525,Valid ABN
59159372844,Australian Terminal Cancer Foundation Ltd,VIC,Small,y,Other Health Service Delivery,0,0,0,6,y,0,19985,0,19985,30,20015,0,0,15713,0,9869,25582,-5567,Valid ABN
74096906964,Australian Unity Support Foundation Limited,VIC,Small,y,Aged Care Activities,0,0,0,0,y,0,0,215470,215470,0,215470,0,0,0,0,276073,276073,-60603,Valid ABN
69724826405,Australian Vietnamese Women's Association,VIC,Large,y,Aged Care Activities,3,99,72,25,y,5569206,0,1025507,6594713,0,6594713,4785838,0,0,0,1042333,5828171,766542,Valid ABN
88004613067,Australian Volunteers International,VIC,Large,y,International Activities,10,3,59,0,y,17748219,64166,0,19649708,5811412,25461120,6817853,0,0,0,15165461,21983314,3477806,Valid ABN
84238300000,Australian Women's Health Network,VIC,Small,y,Other Health Service Delivery,0,0,0,16,y,0,337,9081,9767,0,9767,68519,0,0,0,23073,91592,-81825,Valid ABN
43006014106,Australian Wool Testing Authority Limited,VIC,Large,y,"Economic, Social And Community Development",25,162,272,0,y,0,0,0,40139000,5552000,45691000,25226000,0,0,0,15301000,40527000,5164000,Valid ABN
49080566592,Australian Zionist Youth Council Inc,VIC,Small,y,Other Education,0,0,0,350,y,0,15000,55000,194942,0,194942,0,0,0,0,183576,183576,11366,Valid ABN
25010570011,Australian-Polish Benevolent Assn,VIC,Medium,y,Aged Care Activities,10,14,1,15,y,925573,9458,0,935031,877758,1812789,1328146,0,0,0,364996,1693142,119647,Valid ABN
37573031165,Australians For Disability And Diversity Employment (Adde) Inc.,VIC,Small,y,"Economic, Social And Community Development",0,0,0,5,y,0,0,0,0,4251,4251,0,0,0,0,111,111,4140,Valid ABN
72515751227,AUSTSWIM Limited,VIC,Large,y,Other Education,4,56,20,3600,y,598789,0,125111,5049935,0,5049935,1582891,1700,868,13285,2939961,4538705,511230,Valid ABN
85182741277,Autism Behavioural Intervention Association Inc,VIC,Medium,y,Other Education,3,0,1,15,y,0,3822,50668,287064,0,287064,102170,0,120,0,173475,275765,11299,Valid ABN
27369160573,Autism Family Support Association,VIC,Small,y,"Economic, Social And Community Development",0,0,0,7,y,8266,0,0,8650,0,8650,0,0,0,0,6102,6102,2548,Valid ABN
53416687056,Autism Health & Well Being Association Incorporated,VIC,Small,y,"Economic, Social And Community Development",0,5,0,6,y,0,10337,15505,25842,0,25842,5794,0,0,0,24617,30411,-4569,Valid ABN
42203652492,Autistic Citizens Residential & Resources Soc Of Vic Inc,VIC,Small,y,Social Services,0,0,1,0,y,0,121,647,5358,2398,7756,68619,0,85,0,23793,92497,-84741,Valid ABN
44147913200,Auto Skills Australia Ltd,VIC,Large,y,Other Education,0,0,0,0,y,2452962,0,0,2995800,0,2995800,925747,0,0,0,2030006,2955753,40047,Valid ABN
54589625215,Avalon Centre Incorporated,VIC,Small,y,Social Services,0,0,0,70,y,8800,120136,11848,140784,0,140784,0,0,0,900,136471,137371,3413,Valid ABN
87299723706,Ave Maria Kindergarten Inc,VIC,Medium,y,Other Education,15,0,6,10,y,497653,0,10353,773051,0,773051,534724,0,0,0,140751,675475,97576,Valid ABN
70932199358,Avenel Neighbourhood House Inc,VIC,Small,y,"Economic, Social And Community Development",6,3,0,12,y,62927,0,10059,72986,0,72986,46008,0,0,0,19826,65834,7152,Valid ABN
60759441100,Avenel Rsl Sub-Branch,VIC,Small,y,Social Services,0,0,0,5,y,0,0,1548,1548,0,1548,0,0,0,0,1642,1642,-94,Valid ABN
62757629845,Avenel RSL Sub-Branch Patriotic Fund,VIC,Small,y,Social Services,0,0,0,5,y,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
22762469739,Avenue Neighbourhood House At Eley Inc.,VIC,Medium,y,Other Education,19,6,11,27,y,457366,7775,26684,900356,0,900356,712501,0,0,0,130570,843071,57285,Valid ABN
52542034217,Avoca & District Senior Citizens Club Inc,VIC,Small,y,Aged Care Activities,0,0,0,3,y,0,764,9662,10426,0,10426,0,0,0,0,14986,14986,-4560,Valid ABN
50236650125,Avoca Community Food Pantry Inc,VIC,Small,y,Emergency And Relief,0,0,1,25,y,1500,209,1830,3539,0,3539,0,0,0,0,2299,2299,1240,Valid ABN
90869717609,Avoca RSL Sub-Branch Patriotic Fund,VIC,Small,y,Social Services,0,0,0,5,y,759,680,415,3736,0,3736,0,0,0,0,4623,4623,-887,Valid ABN
14754491689,Avoca RSL Sub-Branch Welfare Patriotic Fund,VIC,Small,y,Social Services,0,0,0,5,y,0,0,0,37,0,37,0,0,0,0,0,0,37,Valid ABN
25443413566,Avonlea Inc,VIC,Large,y,Aged Care Activities,28,3,19,3,y,897459,1000,78653,2027297,0,2027297,1713770,0,0,0,780150,2493920,-466623,Valid ABN
44177687087,Avonsleigh Pre School Inc,VIC,Small,y,Other Education,3,0,0,8,y,7568,0,10146,17714,0,17714,0,0,0,0,20860,20860,-3146,Valid ABN
47144017587,AVSERVE,VIC,Medium,y,Other Education,0,0,0,6,y,0,101466,107658,359447,30915,390362,339599,0,0,0,148953,488552,-98190,Valid ABN
21305936908,Avustralya Turk Kultur Genclik Ve Egitim Cemiyeti Inc,VIC,Small,y,"Economic, Social And Community Development",0,0,0,35,y,800,72104,0,72904,0,72904,0,0,0,0,34908,34908,37996,Valid ABN
93114091011,Awards VIC Ltd,VIC,Large,y,Other Education,1,2,6,300,y,65250,8859,0,1185188,0,1185188,514521,1182,0,0,557167,1072870,112318,Valid ABN
13376785369,Awhi Melbourne Inc,VIC,Small,y,Emergency And Relief,0,0,0,30,y,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
73722982085,AWSABI Inc,VIC,Small,y,Other Education,0,0,0,4,y,0,0,235,235,1055,1290,0,0,2860,0,1354,4214,-2924,Valid ABN
11853802385,Aztem Inc,VIC,Small,y,Other Education,0,0,0,35,y,0,7102,476,7578,0,7578,0,0,367,500,5345,6212,1366,Valid ABN
30165550578,B Lab Australia and New Zealand Limited,VIC,Medium,y,"Economic, Social And Community Development",3,0,5,0,y,0,0,43,575234,0,575234,367380,0,0,0,288287,655667,-80433,Valid ABN
38143028866,BABA BUDHA JI CHARITABLE ASSOCIATION INCORPORATED,VIC,Small,y,"Economic, Social And Community Development",0,0,0,25,y,0,49490,0,49490,0,49490,0,0,0,0,25498,25498,23992,Valid ABN
52269763355,Bacchus Marsh Community College Inc.,VIC,Medium,y,Other Education,3,8,5,11,y,380168,1550,2279,573620,0,573620,408770,0,279,0,140337,549386,24234,Valid ABN
93799722710,BACCHUS MARSH RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,y,Social Services,0,0,0,5,y,0,111,0,5001,0,5001,0,0,0,0,7743,7743,-2742,Valid ABN
86874425257,Bacchus Marsh RSL Sub-Branch Welfare Patriotic Fund,VIC,Small,y,Social Services,0,0,0,5,y,0,0,0,477,0,477,0,0,0,0,4093,4093,-3616,Valid ABN
24156312426,Back2Bikes Ltd,VIC,Small,y,"Economic, Social And Community Development",0,0,0,100,y,0,2548,0,73757,0,73757,0,0,1000,0,41735,42735,31022,Valid ABN
17287920649,Backpacks 4 Vic Kids Inc,VIC,Small,y,Emergency And Relief,1,0,1,100,y,1000,72986,51288,125274,0,125274,38492,0,0,0,46056,84548,40726,Valid ABN
67225246259,Bahay Tuluyan Philippines Australia Inc,VIC,Medium,y,"Economic, Social And Community Development",0,0,0,20,y,0,165218,0,284100,452,284552,0,0,0,0,152290,152290,132262,Valid ABN
55466292691,Bairnsdale Kindergarten Inc,VIC,Medium,y,Other Education,8,2,0,10,y,354572,750,9177,444946,0,444946,320655,0,0,0,108536,429191,15755,Valid ABN
77908530391,Bairnsdale Neighbourhood House Inc,VIC,Small,y,Social Services,0,1,1,100,y,114412,18815,0,188127,0,188127,144990,0,18815,0,29392,193197,-5070,Valid ABN
64270990311,Bairnsdale Recycling Enterprise Inc,VIC,Small,y,Social Services,1,6,3,8,y,0,1383,6645,204774,0,204774,176489,0,0,0,35037,211526,-6752,Valid ABN
14224492748,BAIRNSDALE RSL SUB-BRANCH PATRIOTIC FUND,VIC,Medium,y,Social Services,0,0,0,5,y,0,0,327273,327359,0,327359,0,0,0,0,208829,208829,118530,Valid ABN
68251716001,Bairnsdale Sub Branch Of The Rsl Of Australia (VICn Branch) Inc,VIC,Large,y,Other Health Service Delivery,1,40,0,80,y,0,0,0,7431575,0,7431575,1896707,1434,0,0,5306746,7204887,226688,Valid ABN
62552489628,Bais Brocha Inc,VIC,Small,y,Housing Activities,0,0,0,0,y,0,0,45,65256,0,65256,0,0,0,0,52006,52006,13250,Valid ABN
66781089029,Bakery Hill Kindergarten Inc,VIC,Small,y,Other Education,0,0,0,10,y,0,0,9486,9486,0,9486,0,0,0,0,7212,7212,2274,Valid ABN
44896099772,Balance Research Association,VIC,Small,y,"Economic, Social And Community Development",0,0,0,2,y,0,2000,1000,3000,0,3000,0,0,0,0,3600,3600,-600,Valid ABN
41109798781,Balance Training Services Pty Ltd,VIC,Large,y,Other Education,10,26,6,0,y,1046695,0,20232,1300076,0,1300076,884683,0,0,0,442930,1327613,-27537,Valid ABN
59324830081,Balcombe Pre School Association,VIC,Medium,y,Other Education,6,6,2,20,y,336846,0,1019,460958,0,460958,352457,0,0,0,62488,414945,46013,Valid ABN
56812683925,Balibo House Incorporated,VIC,Small,y,"Economic, Social And Community Development",1,0,0,10,y,50000,117887,0,206538,0,206538,50132,0,0,108854,25439,184425,22113,Valid ABN
49732059005,Balla Balla Community Centre Inc.,VIC,Medium,y,"Economic, Social And Community Development",4,0,3,30,y,104822,0,207296,312118,0,312118,163732,0,4221,0,96806,264759,47359,Valid ABN
36247696534,Ballam Park Pre-School,VIC,Medium,y,Other Education,4,0,3,1,y,232655,10,0,301074,0,301074,242765,0,0,0,45594,288359,12715,Valid ABN
29640483274,Ballan & District Community House & Adult Education Centre Inc,VIC,Small,y,Other Education,2,16,0,26,y,120653,4252,2505,202384,0,202384,150588,0,1349,0,67818,219755,-17371,Valid ABN
65442506535,Ballan & District Pre School Inc,VIC,Medium,y,Other Education,11,5,6,15,y,334645,0,7797,432419,0,432419,352852,0,0,0,105860,458712,-26293,Valid ABN
38532871936,Ballan RSL Sub-Branch Patriotic Fund,VIC,Small,y,Social Services,0,0,0,5,y,0,0,555,7860,0,7860,0,0,0,0,6360,6360,1500,Valid ABN
36049772262,BALLAN RSL SUB-BRANCH WELFARE PATRIOTIC FUND NO W62,VIC,Small,y,Social Services,0,0,0,5,y,0,0,0,0,0,0,0,0,0,0,78,78,-78,Valid ABN
33266090956,Ballarat & District Aboriginal Cooperative Ltd,VIC,Large,y,Other Health Service Delivery,32,1,15,0,y,4384279,610,0,5821801,0,5821801,3734477,42739,0,0,1725975,5503191,318610,Valid ABN
64680414789,Ballarat & Grampians Community Legal Service Inc.,VIC,Medium,y,Law And Legal Services,5,0,7,43,y,748016,1671,9639,780606,6292,786898,513902,0,0,0,219541,733443,53455,Valid ABN
47574429194,Ballarat Agricultural & Pastoral Society Inc,VIC,Medium,y,Other Education,1,2,2,100,y,4675,0,122360,450857,0,450857,107488,0,0,0,317434,424922,25935,Valid ABN
40041783778,Ballarat And District Genealogical Society Inc,VIC,Small,y,Other Education,0,0,0,12,y,0,199,12777,17936,0,17936,0,0,0,0,8226,8226,9710,Valid ABN
93426364478,Ballarat Aviation Museum Inc,VIC,Small,y,Other Education,0,0,0,20,y,0,445,0,12167,0,12167,0,0,0,0,24679,24679,-12512,Valid ABN
98227492950,Ballarat Community Health,VIC,Large,y,Other Health Service Delivery,105,23,129,76,y,10332565,0,422538,14066946,0,14066946,10994090,0,0,0,3574497,14568587,-501641,Valid ABN
96537729027,Ballarat East Community Shed,VIC,Small,y,"Economic, Social And Community Development",0,0,0,90,y,2090,13184,0,15274,88045,103319,0,0,0,0,91516,91516,11803,Valid ABN
14864245621,Ballarat Fidelity Club Kindergarten,VIC,Small,y,Other Education,0,0,0,10,y,0,0,0,303,18577,18880,0,0,0,0,18300,18300,580,Valid ABN
60596346125,Ballarat General Cemeteries Trust,VIC,Large,y,Other Health Service Delivery,1,0,16,1,y,4000,0,59335,2567833,33193,2601026,1438621,0,0,0,794478,2233099,367927,Valid ABN
41839611725,Ballarat Hospice Care Incorporated,VIC,Large,y,Other Health Service Delivery,17,3,11,100,y,1610764,120642,95696,1997503,0,1997503,1303151,0,0,0,404429,1707580,289923,Valid ABN
79868780589,Ballarat Neighbourhood Centre Inc,VIC,Medium,y,"Economic, Social And Community Development",20,1,7,140,y,555222,0,0,651845,2050,653895,566514,0,0,0,171974,738488,-84593,Valid ABN
79684755755,Ballarat Regional Industries Inc,VIC,Large,y,Employment And Training,88,7,132,7,y,1661752,0,0,4706972,0,4706972,3719239,53337,0,0,1343270,5115846,-408874,Valid ABN
24776744519,Ballarat Regional Multicultural Council Incorporated,VIC,Medium,y,"Economic, Social And Community Development",9,2,11,120,y,526334,0,4532,543779,0,543779,343836,0,0,0,194461,538297,5482,Valid ABN
98260727531,Ballarat Rsl Sub Branch & Social Club,VIC,Small,y,"Economic, Social And Community Development",2,0,1.5,47,y,0,8882,16744,48926,28027,76953,47556,0,960,0,46987,95503,-18550,Valid ABN
61293626627,BALLARAT RSL SUB-BRANCH PATRIOTIC FUND,VIC,Small,y,Social Services,0,0,0,5,y,0,0,93454,93454,0,93454,0,0,0,0,87199,87199,6255,Valid ABN
18169432298,BALLARAT RSL SUB-BRANCH WELFARE PATRIOTIC FUND W63,VIC,Small,y,Social Services,0,0,0,5,y,0,0,0,0,0,0,0,0,0,0,7,7,-7,Valid ABN
87514837927,Ballarat Steiner School & Kindergarten Inc,VIC,Large,y,Other Education,22,10,14,100,y,1088107,0,24188,1567083,0,1567083,1038229,102,0,0,473641,1511972,55111,Valid ABN
91981032085,Balmoral Bush Nursing Centre Inc,VIC,Medium,y,Other Health Service Delivery,14,7,7,30,y,701511,14881,39563,878896,0,878896,674966,0,36,0,286224,961226,-82330,Valid ABN
27266750815,Balmoral Rsl Sub-Branch,VIC,Small,y,Other Health Service Delivery,0,0,0,25,y,0,345,1000,1912,0,1912,0,0,2058,0,0,2058,-146,Valid ABN
78005683329,Balnarring & District Pre School Assoc,VIC,Medium,y,Other Education,6,1,3,100,y,192699,825,0,385750,0,385750,293183,0,0,0,84809,377992,7758,Valid ABN
94907516455,Balwyn Evergreen Centre,VIC,Medium,y,Aged Care Activities,7,0,8,90,y,304277,0,362238,740340,973135,1713475,574630,0,0,0,293624,868254,845221,Valid ABN
12077296483,Balwyn RSL Sub-Branch Patriotic Fund,VIC,Small,y,Social Services,0,0,0,5,y,0,0,12,3211,0,3211,0,0,0,0,5062,5062,-1851,Valid ABN
27786541607,Balwyn RSL Sub-Branch Welfare Patriotic Fund,VIC,Small,y,Social Services,0,0,0,5,y,0,0,0,1497,0,1497,0,0,0,0,0,0,1497,Valid ABN
65095505705,Bancoora Surf Life Saving Club Inc.,VIC,Small,y,Emergency And Relief,0,0,0,429,y,24250,0,15565,118364,0,118364,0,0,0,0,75368,75368,42996,Valid ABN
79957766202,Bandiana Neighbourhood House Inc,VIC,Small,y,"Economic, Social And Community Development",2,5,0,10,y,122797,0,0,187605,0,187605,117474,0,0,0,51069,168543,19062,Valid ABN
86915860807,Banking on Women,VIC,Small,y,Other Education,0,0,0,16,y,0,0,0,0,16247,16247,0,0,0,0,11797,11797,4450,Valid ABN
54264568661,Banksia Gardens Association Inc,VIC,Large,y,"Economic, Social And Community Development",18,30,19,100,y,980604,565733,226293,1885777,0,1885777,1242460,0,0,0,620944,1863404,22373,Valid ABN
29307844511,Banksia Palliative Care Service Incorporated,VIC,Large,y,Other Health Service Delivery,24,6,20,10,y,2558138,49966,10000,2729811,25339,2755150,1689603,0,0,0,705538,2395141,360009,Valid ABN
53797329093,Bannockburn Kindergarten Inc,VIC,Small,y,Social Services,0,0,0,8,y,0,0,0,19668,0,19668,5631,0,0,0,14241,19872,-204,Valid ABN
87776964889,Banyule Community Health,VIC,Large,y,Other Health Service Delivery,121,24,122,90,y,12195656,9463,981151,15725010,109195,15834205,11507195,4817,0,0,3337547,14849559,984646,Valid ABN
22774317129,Banyule Network of Uniting Churches -  Hope Springs,VIC,Small,y,Mental Health And Crisis Intervention,0,0,0,0,y,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
84560227187,Banyule Nillumbik Local Learning And Employment Network,VIC,Medium,y,"Economic, Social And Community Development",7,0,6,42,y,576873,0,0,745737,0,745737,463775,0,0,0,222129,685904,59833,Valid ABN
27236172564,Banyule Support And Information Centre Inc,VIC,Small,y,Emergency And Relief,0,1,0,35,y,46182,9900,13863,108729,0,108729,27461,0,40503,0,34211,102175,6554,Valid ABN
63158882823,Baptcare Affordable Housing Ltd,VIC,Large,y,Housing Activities,2,0,2,0,y,900000,0,304000,1204000,0,1204000,25000,0,0,0,375000,400000,804000,Valid ABN
12069130463,Baptcare Ltd,VIC,Large,y,Aged Care Activities,1034,515,100,646,y,132382000,4761000,35734000,172877000,0,172877000,92469000,0,0,0,66081000,158550000,14327000,Valid ABN
19190287448,Barbara Airth Macrae Trust,VIC,Small,y,Other Education,0,0,0,15,y,0,0,27064,27064,510,27574,0,0,0,0,6387,6387,21187,Valid ABN
49811445080,Barham Koondrook Men's Shed Inc,VIC,Small,y,"Economic, Social And Community Development",0,0,0,27,y,0,250,690,19987,0,19987,0,0,250,0,11385,11635,8352,Valid ABN
52889344171,Barriburn Pre School Association Inc,VIC,Small,y,Other Education,4,2,0,8,y,96151,0,0,140576,0,140576,108845,0,0,0,14828,123673,16903,Valid ABN
35677151893,Barrier Breakers Inc,VIC,Small,y,Mental Health And Crisis Intervention,4,0,1,15,y,4000,16060,48272,68332,0,68332,44283,0,0,0,48501,92784,-24452,Valid ABN
54757800450,Barry Beckett Childrens Centre Inc,VIC,Large,y,Other Education,18,12,9,1,y,944512,0,18646,1862897,0,1862897,1603647,0,0,0,199790,1803437,59460,Valid ABN
16744863100,Barwon Adolescent Task Force Inc,VIC,Medium,y,Social Services,3,0,3,0,y,432176,0,7804,460837,0,460837,255406,0,0,0,203998,459404,1433,Valid ABN
98057582733,"Barwon Child, Youth & Family",VIC,Large,y,Social Services,158,48,203,48,y,15092324,125404,7583173,23964982,696498,24661480,18648243,0,0,0,4754645,23402888,1258592,Valid ABN
23552066563,Barwon Grove Foundation Incorporated,VIC,Small,y,Housing Activities,0,0,0,24,y,0,0,0,2487,0,2487,0,0,0,0,279572,279572,-277085,Valid ABN
13651495854,Barwon Heads Community Hall Inc,VIC,Small,y,"Economic, Social And Community Development",0,0,0,18,y,0,0,0,43851,0,43851,0,0,0,0,50288,50288,-6437,Valid ABN
80913366342,Bass Coast Adult Learning Inc.,VIC,Medium,y,Other Education,9,0,5,5,y,294297,0,53572,458801,0,458801,285424,0,0,0,143143,428567,30234,Valid ABN
35151927173,Bass Coast Community Foundation Open Fund,VIC,Small,y,"Economic, Social And Community Development",1,0,0,12,y,0,597,113106,113703,0,113703,14703,0,47294,0,15507,77504,36199,Valid ABN
30075216144,Batman Park Kindergarten Assoc Inc,VIC,Medium,y,Other Education,12,0,6,6,y,379216,2393,23417,599453,0,599453,525360,0,0,0,85589,610949,-11496,Valid ABN
43138435444,Battle For Australia Foundation In VIC,VIC,Small,y,"Economic, Social And Community Development",0,0,0,12,y,10000,10000,0,40000,0,40000,0,0,0,0,35000,35000,5000,Valid ABN
56376167554,Baw Baw Big Blokes Inc,VIC,Small,y,Other Health Service Delivery,0,0,0,11,y,0,0,176626,176626,0,176626,0,0,100213,0,54507,154720,21906,Valid ABN
38426810655,Baw Baw Combined Churches Food Relief Inc.,VIC,Small,y,Emergency And Relief,0,0,0,40,y,33000,87358,4068,144613,0,144613,0,0,0,0,71290,71290,73323,Valid ABN
88478320805,Baw Baw Latrobe Local Learning And Employment Network Inc.,VIC,Medium,y,Employment And Training,1,0,4,300,y,431252,0,116041,547293,0,547293,582978,0,0,0,0,582978,-35685,Valid ABN
49056252649,Bayles Pre School Centre,VIC,Small,y,Other Education,3,0,0,6,y,29252,200,19580,49032,0,49032,0,0,0,0,48817,48817,215,Valid ABN
79262349071,Bayley House,VIC,Large,y,Other Health Service Delivery,71,33,102,60,y,7879478,609818,83273,10356593,0,10356593,7816358,0,0,0,2768255,10584613,-228020,Valid ABN
70082730229,BAYSA LIMITED,VIC,Large,y,Housing Activities,0,0,0,0,y,901132,500,431471,1333332,0,1333332,0,0,0,0,1278539,1278539,54793,Valid ABN
62883277936,Bayside Community Care Inc,VIC,Medium,y,"Economic, Social And Community Development",1,0,0,130,y,0,293482,15000,308482,0,308482,45310,0,26024,54124,128513,253971,54511,Valid ABN
55744288093,Bayside Community Information And Support Service Inc,VIC,Medium,y,Emergency And Relief,10,2,10,45,y,396193,107326,0,613956,0,613956,390827,0,170070,0,0,560897,53059,Valid ABN
92051781961,Bayside Companion Dog Training School Incorporated Association,VIC,Small,y,Other Education,0,0,0,35,y,0,10,0,54862,0,54862,0,0,28611,0,26246,54857,5,Valid ABN
14331426605,BAYSIDE MASONIC LODGES CHRISTMAS PARCELS.,VIC,Small,y,Emergency And Relief,0,0,0,50,y,0,8350,0,8359,0,8359,0,0,0,0,17932,17932,-9573,Valid ABN
49997099753,Bayswater Rsl Sub Branch Incorporated,VIC,Small,y,Social Services,0,0,0,55,y,0,1500,0,162606,0,162606,0,0,33555,0,87720,121275,41331,Valid ABN
97186366173,BAYSWATER RSL SUB-BRANCH  PATRIOTIC FUND,VIC,Small,y,Social Services,0,0,0,5,y,0,0,1565,17858,0,17858,0,0,0,0,18487,18487,-629,Valid ABN
