abn,charity_name,state,charity_size,conducted_activities_2016,main_activity_2016,operates_in_vic,staff_full_time_2016,staff_part_time_2016,staff_casual_2016,staff_volunteers_2016,government_grants_2016,donations_and_bequests_2016,all_other_revenue_2016,total_revenue_2016,other_income_2016,total_gross_income_2016,employee_expenses_2016,interest_expenses_2016,grants_and_donations_made_for_use_in_australia_2016,grants_and_donations_made_for_use_outside_australia_2016,all_other_expenses_2016,total_expenses_2016,net_surplus_deficit_2016,ABN_Validation
33551756907,Whittlesea Courthouse Association Inc. - Town Crier,VIC,Small,Y,"Economic, Social And Community Development",Y,0,4,0,9,0,109,84474,84583,0,84583,12695,0,1600,0,68999,83294,1289,Valid ABN
33565661945,The Trustee For Cotton On Foundation,VIC,Large,Y,"Economic, Social And Community Development",Y,12,0,0,5,0,12208840,0,12208840,0,12208840,1365927,0,0,4585635,1074497,7026059,5182781,Valid ABN
33567702049,Impact Volunteering Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,2,0,10,77300,0,634,77934,0,77934,50037,0,0,0,7344,57381,20553,Valid ABN
33598415570,Vincent Chiodo Charitable Trust,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,0,0,4,0,501040,102350,603390,0,603390,0,0,468073,0,41561,509634,93756,Valid ABN
33676180937,Community Association For Woods Point Inc.,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,7,1157,900,6256,8313,0,8313,0,0,850,0,1988,2838,5475,Valid ABN
33803897395,The Trustee For H & K Johnston Family Foundation,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,7,0,20000,54016,74016,16620,90636,0,0,62700,0,11552,74252,16384,Valid ABN
34129399173,GriefLine Community & Family Services Inc.,VIC,Medium,Y,"Economic, Social And Community Development",Y,2,3,1,150,327500,100110,149436,577046,7338,584384,267702,0,0,0,229261,496963,87421,Valid ABN
34159791518,Brand New Day (Victoria) Ltd,VIC,Small,Y,"Economic, Social And Community Development",Y,2,0,0,5,0,240000,4697,244697,0,244697,79963,0,0,0,38243,118206,126491,Valid ABN
34169636631,Spur Afrika Australia Ltd,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,50,0,66138,7153,73291,0,73291,0,0,0,67973,7271,75244,-1953,Valid ABN
34296476680,YARRA VALLEY RAILWAY INC.,VIC,Large,Y,"Economic, Social And Community Development",Y,0,0,0,130,762560,314429,345005,1421994,0,1421994,0,0,386957,0,116332,503289,918705,Valid ABN
34446626051,Don Bosco Brunswick Youth Foundation Incorporated,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,50,0,6000,0,6000,0,6000,2759,0,0,0,1970,4729,1271,Valid ABN
34504409468,Portland Cable Trams Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,1,0,0,50,0,27294,140068,167362,0,167362,63293,0,0,0,113344,176637,-9275,Valid ABN
34852517693,The Trustee For Mary Ward International Australia Charitable Trust,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,0,0,0,0,219160,52210,271370,69676,341046,0,0,0,89203,189377,278580,62466,Valid ABN
34895911408,Wycheproof Community Resource Centre Inc.,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,6,0,48,2285,0,350415,352700,0,352700,144913,0,0,0,167942,312855,39845,Valid ABN
35534063578,Arch Of Victory/Avenue Of Honour Committee Incorporated,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,0,0,20,265000,31352,4212,300564,0,300564,0,0,0,0,8924,8924,291640,Valid ABN
35939638959,The Trustee For The Global Reconciliation Foundation,VIC,Small,Y,"Economic, Social And Community Development",Y,0,5,5,12,0,6000,0,6000,21,6021,0,0,0,0,4036,4036,1985,Valid ABN
36057096465,Leadership Victoria Ltd,VIC,Large,Y,"Economic, Social And Community Development",Y,7,4,0,400,0,88205,2097217,2185422,18296,2203718,1166188,0,0,0,1023437,2189625,14093,Valid ABN
36129537406,Iramoo Community Centre Incorporated,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,9,1,32,138797,40,238329,377166,1542,378708,236032,0,0,0,139451,375483,3225,Valid ABN
36146408318,Woor-Dungin Inc.,VIC,Small,Y,"Economic, Social And Community Development",Y,0,6,5,28,0,204915,55,204970,0,204970,130290,0,0,0,52002,182292,22678,Valid ABN
36151124408,Good Shepherd Microfinance,VIC,Large,Y,"Economic, Social And Community Development",Y,59,9,2,9,11014163,16249,3032385,14062797,0,14062797,5512833,0,5319270,0,3165093,13997196,65601,Valid ABN
36246868552,Humanity Unearthed,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,3,0,2742,0,2742,0,2742,0,0,0,0,0,0,2742,Valid ABN
36249339527,City Wide Ministries Ltd,VIC,Small,Y,"Economic, Social And Community Development",Y,2,0,2,90,0,56064,70379,126443,0,126443,15661,0,0,0,111911,127572,-1129,Valid ABN
36561884518,The Trustee For Debbie Stach Memorial Fund,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,2,0,17580,11887,29467,0,29467,0,0,19457,0,2510,21967,7500,Valid ABN
36605520287,One Family At A Time Limited,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,10,0,33088,0,33088,0,33088,0,0,0,21247,574,21821,11267,Valid ABN
36889018916,Cranbourne Community House Inc,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,7,0,30,250404,0,105557,355961,0,355961,233541,0,0,0,120328,353869,2092,Valid ABN
36981897172,Rosewall Neighbourhood Centre Inc.,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,10,7,30,163473,32,115354,278859,4623,283482,220968,0,0,0,104366,325334,-41852,Valid ABN
37178582004,The Trustee For Community Services Trust,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,0,0,24705,108691,133396,26253,159649,0,0,95000,0,1634,96634,63015,Valid ABN
37487388240,Way of Salvation Church Ministries Inc.,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,10,0,0,0,0,42464,42464,0,0,0,0,28961,28961,13503,Valid ABN
37542447908,Little Yarra Steiner Education Foundation Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,7,0,0,24099,24099,0,24099,0,0,0,0,10007,10007,14092,Valid ABN
37573031165,Australians For Disability And Diversity Employment (Adde) Inc.,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,9,0,0,54,54,0,54,0,0,0,0,2000,2000,-1946,Valid ABN
37632736178,Grassroots Collective Foundation,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,10,0,42379,0,42379,37,42416,0,0,0,44000,0,44000,-1584,Valid ABN
37816809672,Aboriginal Evangelical Fellowship Family And Youth services Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,1,0,10,10000,44979,0,54979,0,54979,0,0,5325,0,56108,61433,-6454,Valid ABN
37848360549,Cockatoo Neighbourhood House Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,3,0,8,80796,9343,33,90172,5449,95621,72005,0,0,0,23115,95120,501,Valid ABN
38114415055,THE TRUSTEE FOR WATER DRAGON FOUNDATION,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,3,0,50000,148351,198351,0,198351,0,0,66000,0,13885,79885,118466,Valid ABN
38244214245,Boort Resource And Information Centre,VIC,Small,Y,"Economic, Social And Community Development",Y,0,2,1,15,107895,0,65467,173362,0,173362,77112,0,0,0,51185,128297,45065,Valid ABN
38495103019,Fellowship Of Christians Undertaking Stewardship Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,4,0,0,13705,13705,0,13705,0,0,0,5000,12166,17166,-3461,Valid ABN
38607821901,No FGM Australia Limited,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,30,5000,3979,13413,22392,0,22392,21911,0,0,0,2651,24562,-2170,Valid ABN
38743900669,Donald Friends And Neighbours Society,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,15,0,14601,0,14601,14660,29261,0,0,0,0,26051,26051,3210,Valid ABN
38753312146,Twentieth Man Fund Incorporated,VIC,Large,Y,"Economic, Social And Community Development",Y,10,0,0,30,222628,1154645,7660,1384933,0,1384933,526740,7551,0,0,500222,1034513,350420,Valid ABN
38793076812,Corryong Neighbourhood House Inc,VIC,Medium,Y,"Economic, Social And Community Development",Y,5,2,15,25,154765,0,749114,903879,0,903879,475879,0,4527,0,398235,878641,25238,Valid ABN
38921975017,The Global Women's Project Ltd,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,20,0,44267,899,45166,21,45187,673,0,0,0,3078,3751,41436,Valid ABN
39004068106,YWCA Victoria,VIC,Large,Y,"Economic, Social And Community Development",Y,14,5,1,10,302896,36141,1200956,1539993,1174,1541167,972151,0,0,0,518867,1491018,50149,Valid ABN
39024291144,Berwick Opportunity Shop Incorporated,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,0,0,63,650,0,382892,383542,0,383542,850,0,0,0,0,850,382692,Valid ABN
39029082337,Ethnic Discussion Club Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,15,7314,0,252,7566,600,8166,600,0,0,0,6957,7557,609,Valid ABN
39126270641,Yarrawonga Neighbourhood House Incorporated,VIC,Medium,Y,"Economic, Social And Community Development",Y,1,6,7,30,415441,20385,147757,583583,0,583583,419049,0,700,0,161958,581707,1876,Valid ABN
39402149129,Mooroopna Education And Activity Centre Inc,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,3,6,62,136737,5210,170402,312349,0,312349,217552,0,0,0,97818,315370,-3021,Valid ABN
39604852440,Steer North Australia Limited,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,50,0,69736,15209,84945,0,84945,0,0,0,0,10007,10007,74938,Valid ABN
39774045170,Youth Affairs Council Of Victoria Inc,VIC,Large,Y,"Economic, Social And Community Development",Y,5,15,1,30,1764903,0,610028,2374931,0,2374931,1242636,0,0,0,1006478,2249114,125817,Valid ABN
39851031355,Dallas Welfare and Youth Service Incorporated.,VIC,Large,Y,"Economic, Social And Community Development",Y,3,17,2,6,81975,0,1182217,1264192,0,1264192,997082,0,81975,0,246500,1325557,-61365,Valid ABN
40088633164,The Trustee For A. C. Goode Charitable Foundation,VIC,Small,Y,"Economic, Social And Community Development",Y,0,3,0,0,0,15000,0,15000,0,15000,0,0,5500,6500,1925,13925,1075,Valid ABN
40119149357,Ararat Community Opshop,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,10,0,0,15410,15410,0,15410,0,0,0,0,16343,16343,-933,Valid ABN
40164514121,Federation of Victorian Traditional Owner Corporations Ltd,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,0,49000,0,25075,74075,0,74075,0,0,0,0,42377,42377,31698,Valid ABN
40557982129,Toy Libraries Australia Inc.,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,2,20,0,17574,87334,104908,187,105095,16098,0,0,0,208069,224167,-119072,Valid ABN
40602317117,Foundation 1901 Limited,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10963,10963,-10963,Valid ABN
40607578823,Brentwood Park Neighbourhood House Inc.,VIC,Small,Y,"Economic, Social And Community Development",Y,0,3,2,30,86268,0,128474,214742,0,214742,103223,0,0,0,85693,188916,25826,Valid ABN
40751597179,The Trustee For Werdiger Foundation Trust,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,5,0,2000,0,2000,0,2000,0,0,3360,0,0,3360,-1360,Valid ABN
40802307343,Friedman Charitable Fund,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,0,0,0,0,0,535000,535000,0,535000,0,0,355319,178102,341,533762,1238,Valid ABN
40907028959,4P Aussie Kidz Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,4,0,500,546,1046,0,1046,0,0,0,0,718,718,328,Valid ABN
41156017446,Beaufort Municipal Band Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,28,0,10841,3415,14256,0,14256,0,0,0,0,9815,9815,4441,Valid ABN
41258723006,Morwell Neighbourhood House & Learning Centre (Inc 3256),VIC,Small,Y,"Economic, Social And Community Development",Y,0,3,1,15,118698,4942,24154,147794,1279,149073,93073,0,0,0,54693,147766,1307,Valid ABN
41426925980,The Trustee For Rotary Club Of Melbourne Community Foundation,VIC,Small,Y,"Economic, Social And Community Development",Y,1,0,0,240,0,47902,63414,111316,0,111316,0,0,47523,38028,19006,104557,6759,Valid ABN
41521716630,"Good Practice, Good Health Inc",VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,18,4708,0,321,5029,120,5149,0,0,1000,0,5595,6595,-1446,Valid ABN
41567110855,Muslim Women's Council,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,5,0,0,0,0,8,8,1300,0,1854,0,2743,5897,-5889,Valid ABN
41575099453,GROWING CAMBODIA INC,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,25,0,23646,0,23646,29729,53375,0,0,0,31725,4299,36024,17351,Valid ABN
41992164981,North East Region Volunteer Resource Centres Incorporated,VIC,Small,Y,"Economic, Social And Community Development",Y,1,1,0,14,106749,0,3378,110127,4688,114815,103755,0,106749,0,67644,278148,-163333,Valid ABN
42037851864,North East Local Learning And Employment Network,VIC,Medium,Y,"Economic, Social And Community Development",Y,2,8,1,45,456998,0,54924,511922,0,511922,224765,0,0,0,232056,456821,55101,Valid ABN
42070236744,Abcd: Art Building Children's Dreams (Australia) Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,20,0,200,1310,1510,0,1510,0,0,0,0,945,945,565,Valid ABN
42120418582,AgBiz Assist Limited,VIC,Large,Y,"Economic, Social And Community Development",Y,7,8,1,0,1233532,0,156254,1389786,0,1389786,892144,0,0,0,390626,1282770,107016,Valid ABN
42132665804,Social Traders Ltd,VIC,Large,Y,"Economic, Social And Community Development",Y,12,8,1,40,916350,583333,1396141,2895824,0,2895824,2081977,0,0,0,1110874,3192851,-297027,Valid ABN
42169493734,Gift a Dream Foundation Limited,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,15,0,12521,0,12521,0,12521,0,0,0,12030,364,12394,127,Valid ABN
42206227757,Warragul Community House,VIC,Medium,Y,"Economic, Social And Community Development",Y,1,1,10,20,174774,3911,82611,261296,0,261296,197690,0,0,0,126978,324668,-63372,Valid ABN
42513562148,SNAICC - National Voice for our Children (Aboriginal and Torres Strait Islander Corporation),VIC,Large,Y,"Economic, Social And Community Development",Y,13,7,1,8,1586986,1429,1589942,3178357,30159,3208516,1510698,0,0,0,1792767,3303465,-94949,Valid ABN
42522454247,The Trustee For The O'Brien Family Foundation Trust,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,2,0,40000,114813,154813,-74790,80023,0,0,0,150000,35176,185176,-105153,Valid ABN
42604928663,Planetshakers Empower Limited,VIC,Small,Y,"Economic, Social And Community Development",Y,1,0,0,20,0,101027,0,101027,0,101027,0,0,100577,0,0,100577,450,Valid ABN
42829681329,Yackandandah Community Centre Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,3,1,20,54260,3424,33830,91514,0,91514,45717,0,0,0,29178,74895,16619,Valid ABN
43006014106,Australian Wool Testing Authority Limited,VIC,Large,Y,"Economic, Social And Community Development",Y,189,33,141,0,0,0,37359000,37359000,3287000,40646000,24430000,0,0,0,15237000,39667000,979000,Valid ABN
43063019189,Tamils Rehabilitation Organisation (Australia) Ltd.,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,11,0,18720,12449,31169,0,31169,0,0,0,37260,24891,62151,-30982,Valid ABN
43106141084,Onecare Geelong Limited,VIC,Small,Y,"Economic, Social And Community Development",Y,0,4,0,102,0,153022,3829,156851,24490,181341,43077,0,0,0,148346,191423,-10082,Valid ABN
43131042914,Dungala Kaiela Foundation,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,8,0,89935,355,90290,0,90290,0,0,71817,0,890,72707,17583,Valid ABN
43374311705,Echuca Neighbourhood House Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,1,2,1,34,116747,11739,76365,204851,0,204851,109943,0,0,0,92795,202738,2113,Valid ABN
43404811434,The Trustee For The St Mary Of The Angels' Foundation,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,0,0,0,20316,20316,0,20316,0,0,0,0,25205,25205,-4889,Valid ABN
43654249848,Rosedale Rsl Sub-Branch,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,12,0,938,2312,3250,775,4025,0,0,0,0,2777,2777,1248,Valid ABN
43678002985,Emerald Community House,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,20,3,65,238629,217,350884,589730,4242,593972,411833,0,0,0,117020,528853,65119,Valid ABN
44105106308,Happy Football Cambodia Australia Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,7,0,4,0,50458,8750,59208,0,59208,4253,0,0,0,46061,50314,8894,Valid ABN
44206931360,Victorian Men's Shed Association Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,1,0,9,121225,25354,25662,172241,0,172241,75681,0,24464,0,61726,161871,10370,Valid ABN
44233569937,Cobram Community House Inc,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,5,4,15,280716,10212,238860,529788,0,529788,251263,0,0,0,181814,433077,96711,Valid ABN
44362890385,Global Gardens of Peace Incorporated,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,45,0,4495,6686,11181,0,11181,0,0,0,0,15397,15397,-4216,Valid ABN
44615924827,Trustee for Geelong Cats Community Foundation,VIC,Small,Y,"Economic, Social And Community Development",Y,0,5,0,0,0,161197,279,161476,0,161476,93841,0,0,0,55895,149736,11740,Valid ABN
44665455609,Victorian Aboriginal Child Care Agency Co Op Ltd,VIC,Large,Y,"Economic, Social And Community Development",Y,181,98,12,0,22776360,124181,1405045,24305586,18334,24323920,19016368,0,3450,0,5226719,24246537,77383,Valid ABN
44671083883,Community Hubs Australia Incorporated,VIC,Large,Y,"Economic, Social And Community Development",Y,4,1,5,100,766200,1570572,45894,2382666,212474,2595140,423704,0,195648,0,1384075,2003427,591713,Valid ABN
44788417794,The Outback Spirit Foundation Inc.,VIC,Small,Y,"Economic, Social And Community Development",Y,0,1,0,5,0,36219,233,36452,0,36452,5720,0,0,0,44382,50102,-13650,Valid ABN
44896099772,Balance Research Association,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,2,0,1000,2000,3000,0,3000,0,0,0,0,3600,3600,-600,Valid ABN
45242265341,The Trustee For The Dugdale Trust For Women And Girls,VIC,Large,Y,"Economic, Social And Community Development",Y,2,4,0,10,0,1156709,12755,1169464,0,1169464,421894,0,0,0,447539,869433,300031,Valid ABN
45409620181,Collective Of Self Help Groups,VIC,Small,Y,"Economic, Social And Community Development",Y,0,1,1,6,45587,0,6309,51896,0,51896,41732,0,0,0,8826,50558,1338,Valid ABN
45533822951,The Trustee For The Gabriel Trust,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,4,5,0,0,63664,63664,0,63664,9000,0,0,0,16051,25051,38613,Valid ABN
45620743392,Sussex Neighbourhood House Inc,VIC,Medium,Y,"Economic, Social And Community Development",Y,1,6,20,6,203776,1518,67277,272571,0,272571,198333,0,50,0,74886,273269,-698,Valid ABN
45822826976,Mount Beauty Neighbourhood Centre Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,2,3,37,22500,652,202861,226013,0,226013,92217,0,0,0,133475,225692,321,Valid ABN
45864608375,Colac Otway Residents Action Group Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,10,11500,0,456,11956,0,11956,0,0,0,0,829,829,11127,Valid ABN
45958018466,Dookie & District Development Forum,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,20,2200,0,6107,8307,0,8307,0,0,0,0,8522,8522,-215,Valid ABN
46006178641,Cvgt Australia Limited,VIC,Large,Y,"Economic, Social And Community Development",Y,156,24,7,0,0,0,23680276,23680276,1486860,25167136,19197490,1,36270,0,5762150,24995911,171225,Valid ABN
46110260752,Cause Foundation Limited,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,1,0,300,0,300,0,300,0,0,0,0,0,0,300,Valid ABN
46112783114,Drink Wise Australia Limited,VIC,Large,Y,"Economic, Social And Community Development",Y,4,1,0,0,0,0,5941928,5941928,0,5941928,810026,0,0,0,4834827,5644853,297075,Valid ABN
46160629727,Bikes 4 Life,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,50,0,9419,90031,99450,0,99450,0,0,0,0,129894,129894,-30444,Valid ABN
46361505758,The Trustee For The Pearson Charitable Trust,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,0,0,4,0,104481,273975,378456,0,378456,0,0,250210,0,13145,263355,115101,Valid ABN
46633550717,Manna Gum Community House Inc.,VIC,Small,Y,"Economic, Social And Community Development",Y,0,4,1,40,84686,2365,71612,158663,0,158663,63996,0,1452,0,97825,163273,-4610,Valid ABN
46637502059,YMCA Whittlesea Community Services,VIC,Large,Y,"Economic, Social And Community Development",Y,25,6,145,22,999207,0,226558,1225765,0,1225765,810932,0,0,0,259987,1070919,154846,Valid ABN
46754009138,The Trustee For The Sun Foundation,VIC,Medium,Y,"Economic, Social And Community Development",Y,0,0,0,0,0,8432,461731,470163,0,470163,0,0,430156,0,2016,432172,37991,Valid ABN
46867478032,The Trustee For Planetshakers Trust Fund,VIC,Large,Y,"Economic, Social And Community Development",Y,0,0,0,0,0,1634517,35,1634552,0,1634552,0,0,1712526,0,4407,1716933,-82381,Valid ABN
47108742098,Social Enterprise Partnerships Ltd,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,20,0,12000,60000,72000,0,72000,0,0,0,0,85000,85000,-13000,Valid ABN
47132763232,First Response Geelong Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,40,0,1763,0,1763,0,1763,0,0,0,0,5795,5795,-4032,Valid ABN
47136697213,International Support Aid Australia,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,2,0,7335,63016,70351,555,70906,208,0,0,0,71396,71604,-698,Valid ABN
47588370196,Australian Neighbourhood Houses and Centres Association (ANHCA),VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,14,0,149402,27980,177382,53,177435,0,0,143587,0,44972,188559,-11124,Valid ABN
47607896542,Hopeworks Community Solutions Ltd,VIC,Small,Y,"Economic, Social And Community Development",Y,1,0,40,6,0,0,124381,124381,0,124381,0,0,0,0,132941,132941,-8560,Valid ABN
47707865851,The Trestle Trust,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,0,0,0,27200,27200,0,27200,0,0,40000,0,4973,44973,-17773,Valid ABN
47864870641,Churchill Neighbourhood House Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,2,8,50,143972,584,49599,194155,0,194155,129392,0,0,0,74009,203401,-9246,Valid ABN
48119813188,Ardoch Youth Foundation Limited,VIC,Large,Y,"Economic, Social And Community Development",Y,7,11,0,1461,89830,1801624,60908,1952362,646959,2599321,1210035,0,0,0,1348538,2558573,40748,Valid ABN
48180414316,Leongatha Community House,VIC,Small,Y,"Economic, Social And Community Development",Y,0,1,10,8,81745,2418,7470,91633,0,91633,36149,0,0,0,37533,73682,17951,Valid ABN
48902782619,Shaycare Foundation,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,5,0,1500,0,1500,0,1500,0,0,250,0,300,550,950,Valid ABN
48932340254,Winchelsea Community House Inc.,VIC,Small,Y,"Economic, Social And Community Development",Y,0,4,5,10,90323,0,112540,202863,0,202863,162023,0,0,0,29236,191259,11604,Valid ABN
49008600922,Committee For Economic Development Of Australia,VIC,Large,Y,"Economic, Social And Community Development",Y,47,2,11,129,0,0,11948627,11948627,0,11948627,4939348,0,0,0,5248178,10187526,1761101,Valid ABN
49133193129,Y-Gap (Y-Generation Against Poverty) Ltd,VIC,Large,Y,"Economic, Social And Community Development",Y,18,2,0,100,0,890755,2901888,3792643,0,3792643,1925320,10408,96242,137534,1677209,3846713,-54070,Valid ABN
49234322358,Attwood House Community Centre Assn,VIC,Small,Y,"Economic, Social And Community Development",Y,0,2,2,24,81392,0,73781,155173,291,155464,125384,0,1180,0,18223,144787,10677,Valid ABN
49275224496,The Trustee For The Bachrach Charitable Trust Fund,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,5,0,0,2657,2657,0,2657,0,0,0,0,0,0,2657,Valid ABN
49347062360,Hobsons Bay Mens Shed Network Inc.,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,340,25732,5681,75120,106533,0,106533,0,0,4032,0,77462,81494,25039,Valid ABN
49405992446,Melbourne Street Choir Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,5,15,15000,31997,66164,113161,0,113161,3915,0,0,0,152167,156082,-42921,Valid ABN
49450533158,Norlane Community Centre Inc,VIC,Large,Y,"Economic, Social And Community Development",Y,6,2,0,8,107200,2555,961625,1071380,7246,1078626,709055,1336,0,0,380173,1090564,-11938,Valid ABN
49493293366,Creeds Farm Living And Learning Centre Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,1,1,19,85705,0,28438,114143,5207,119350,41602,0,0,0,78675,120277,-927,Valid ABN
49732059005,Balla Balla Community Centre Inc.,VIC,Medium,Y,"Economic, Social And Community Development",Y,1,2,2,2215,101979,0,172662,274641,0,274641,167557,0,1947,0,237013,406517,-131876,Valid ABN
49811445080,Barham Koondrook Men's Shed Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,22,13000,2977,0,15977,25143,41120,0,0,200,0,11416,11616,29504,Valid ABN
49997099753,Bayswater Rsl Sub Branch Incorporated,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,55,0,0,155595,155595,0,155595,0,0,37807,0,88777,126584,29011,Valid ABN
50006946550,Partners In Aid Ltd,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,15,0,212819,3717,216536,0,216536,0,0,0,177659,9649,187308,29228,Valid ABN
50067356410,Caulfield South Community House,VIC,Small,Y,"Economic, Social And Community Development",Y,0,2,7,72,83120,1950,15489,100559,120474,221033,130270,0,1251,0,57168,188689,32344,Valid ABN
50088615632,Lead On Australia Limited,VIC,Small,Y,"Economic, Social And Community Development",Y,2,0,0,10,0,0,115647,115647,0,115647,0,0,0,0,115415,115415,232,Valid ABN
50110481830,Beechworth Montessori Children's Group Inc,VIC,Large,Y,"Economic, Social And Community Development",Y,11,7,7,20,1111558,2531,549437,1663526,0,1663526,1129833,38912,0,0,426462,1595207,68319,Valid ABN
50133761883,Koha Community Cafe Inc,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,2,30,10290,4030,128885,143205,11587,154792,39371,0,200,0,101782,141353,13439,Valid ABN
50165618708,The Widows Cause Ltd,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,7,0,24742,0,24742,0,24742,0,0,0,14021,1582,15603,9139,Valid ABN
50216218657,Yarra Valley ECOSS Inc.,VIC,Small,Y,"Economic, Social And Community Development",Y,0,9,0,50,25070,105569,101876,232515,0,232515,111021,0,0,0,128358,239379,-6864,Valid ABN
50544781258,The Trustee For Community Placement Network Assistance Trust,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,2,0,5000,0,5000,16,5016,0,0,4141,0,0,4141,875,Valid ABN
50609497547,Little Teapot Cafe and Play Ltd,VIC,Small,Y,"Economic, Social And Community Development",Y,0,0,0,15,0,32040,205,32245,0,32245,0,0,0,0,17078,17078,15167,Valid ABN
51012209248,Benambra Neighbourhood House,VIC,Small,Y,"Economic, Social And Community Development",Y,0,1,1,32,54496,250,4430,59176,3076,62252,47754,0,0,0,27876,75630,-13378,Valid ABN
